term,term_label,parent_term,parent_label
ENVO:01001720,downslope katabatic wind,ENVO:01001719,katabatic wind
ENVO:01001721,cooling-driven katabatic wind,ENVO:01001719,katabatic wind
ENVO:01001722,foehn wind,ENVO:01001720,downslope katabatic wind
ENVO:01001723,adiabatic process,ENVO:02500000,environmental system process
ENVO:01001724,dry-adiabatic process,ENVO:01001723,adiabatic process
ENVO:01001725,moist-adiabatic process,ENVO:01001723,adiabatic process
ENVO:01001726,fall wind,ENVO:01001719,katabatic wind
ENVO:01001727,bora,ENVO:01001726,fall wind
ENVO:01001728,squall wind,ENVO:01000793,atmospheric wind
ENVO:01001729,nautical squall,ENVO:01000877,atmospheric storm
ENVO:01001730,jet-effect wind,ENVO:01000793,atmospheric wind
ENVO:01001731,mountain-gap wind,ENVO:01001730,jet-effect wind
ENVO:01001732,slope flow,ENVO:01000793,atmospheric wind
ENVO:01001733,anabatic wind,ENVO:01001732,slope flow
ENVO:01001734,insolation process,ENVO:01001023,radiation
ENVO:01001735,cooling of a gas,ENVO:01001738,cooling of a fluid
ENVO:01001736,cooling of a liquid,ENVO:01001738,cooling of a fluid
ENVO:01001737,cooling of a solid,ENVO:01001615,material cooling process
ENVO:01001738,cooling of a fluid,ENVO:01001615,material cooling process
ENVO:01001739,warming of a fluid,ENVO:01001612,material warming process
ENVO:01001740,warming of a gas,ENVO:01001739,warming of a fluid
ENVO:01001741,warming of a liquid,ENVO:01001739,warming of a fluid
ENVO:01001742,warming of a solid,ENVO:01001612,material warming process
ENVO:01001744,drainage wind,ENVO:01001721,cooling-driven katabatic wind
ENVO:01001745,quasi-stationary front,ENVO:01001681,weather front
ENVO:01001746,glacier wind,ENVO:01001744,drainage wind
ENVO:01001748,cyclonic circulation,ENVO:01001747,mass fluid flow
ENVO:01001749,wind storm,ENVO:01000877,atmospheric storm
ENVO:01001750,straight-line wind,ENVO:01000793,atmospheric wind
ENVO:01001751,downburst,ENVO:01001758,downdraft
ENVO:01001752,dry macroburst,ENVO:01001755,macroburst
ENVO:01001753,wet macroburst,ENVO:01001755,macroburst
ENVO:01001754,microburst,ENVO:01001751,downburst
ENVO:01001755,macroburst,ENVO:01001751,downburst
ENVO:01001756,wet microburst,ENVO:01001754,microburst
ENVO:01001757,dry microburst,ENVO:01001754,microburst
ENVO:01001758,downdraft,ENVO:01001719,katabatic wind
ENVO:01001759,vibration process,ENVO:03000010,material transport process
ENVO:01001760,seismic vibration process,ENVO:01001759,vibration process
ENVO:01001761,volcanic seismic vibration,ENVO:01001760,seismic vibration process
ENVO:01001762,impact-driven seismic vibration,ENVO:01001760,seismic vibration process
ENVO:01001763,impact event,ENVO:01001852,energy transfer process
ENVO:01001764,explosion-driven seismic vibration,ENVO:01001760,seismic vibration process
ENVO:01001765,mass-wasting-driven seismic vibration,ENVO:01001760,seismic vibration process
ENVO:01001766,collapse-driven seismic vibration,ENVO:01001760,seismic vibration process
ENVO:01001767,structural collapse process,ENVO:01001852,energy transfer process
ENVO:01001768,cave collapse,ENVO:01001767,structural collapse process
ENVO:01001769,earthquake-driven seismic vibration,ENVO:01001760,seismic vibration process
ENVO:01001770,foreshock,ENVO:01000678,tectonic earthquake
ENVO:01001771,mainshock,ENVO:01000678,tectonic earthquake
ENVO:01001772,aftershock,ENVO:01000678,tectonic earthquake
ENVO:01001773,thrust fault,ENVO:01000668,geological fault
ENVO:01001774,blind thrust earthquake,ENVO:01000678,tectonic earthquake
ENVO:01001775,blind thrust fault,ENVO:01001773,thrust fault
ENVO:01001776,subsurface zone of an astronomical body,ENVO:01000408,environmental zone
ENVO:01001777,multiplet tectonic earthquake,ENVO:01000678,tectonic earthquake
ENVO:01001778,interplate earthquake,ENVO:01001093,tectonic movement
ENVO:01001779,intraplate earthquake,ENVO:01001093,tectonic movement
ENVO:01001780,desert ecosystem,ENVO:01001110,ecosystem
ENVO:01001781,part of a landmass,ENVO:00000191,solid astronomical body part
ENVO:01001782,landmass,ENVO:01001785,land
ENVO:01001783,liquid surface of an astronomical body,ENVO:01001483,surface of an astronomical body
ENVO:01001785,land,ENVO:01001311,solid surface layer
ENVO:01001786,inland sea,ENVO:00000016,sea
ENVO:01001791,mediterranean forest,ENVO:01001804,subtropical forest
ENVO:01001792,tropical broadleaf forest,ENVO:01000430,broadleaf forest
ENVO:01001793,subtropical broadleaf forest,ENVO:01000430,broadleaf forest
ENVO:01001794,temperate broadleaf forest,ENVO:01000430,broadleaf forest
ENVO:01001795,ecosystem process,ENVO:02500000,environmental system process
ENVO:01001796,temperate mixed forest,ENVO:01000431,mixed forest
ENVO:01001797,tropical mixed forest,ENVO:01000431,mixed forest
ENVO:01001798,tropical mixed forest biome,ENVO:01001797,tropical mixed forest
ENVO:01001799,tropical dry broadleaf forest,ENVO:01001792,tropical broadleaf forest
ENVO:01001800,tropical moist broadleaf forest,ENVO:01001792,tropical broadleaf forest
ENVO:01001801,subtropical dry broadleaf forest,ENVO:01001793,subtropical broadleaf forest
ENVO:01001802,subtropical moist broadleaf forest,ENVO:01001793,subtropical broadleaf forest
ENVO:01001803,tropical forest,ENVO:01001243,forest ecosystem
ENVO:01001804,subtropical forest,ENVO:01001243,forest ecosystem
ENVO:01001805,temperate forest,ENVO:01001243,forest ecosystem
ENVO:01001806,tropical grassland,ENVO:01001206,grassland ecosystem
ENVO:01001809,subtropical grassland,ENVO:01001206,grassland ecosystem
ENVO:01001810,mediterranean grassland,ENVO:01001809,subtropical grassland
ENVO:01001813,construction,BFO_0000040,material entity
ENVO:01001814,organic object,ENVO:01001686,mass of environmental material
ENVO:01001815,cell culturing,ENVO:02000007,tissue culture
ENVO:01001816,biomaterial containment unit,ENVO:00003074,manufactured product
ENVO:01001817,biomaterial culturing unit,ENVO:01001816,biomaterial containment unit
ENVO:01001818,enrichment culturing unit,ENVO:01001817,biomaterial culturing unit
ENVO:01001819,cell culturing unit,ENVO:01001817,biomaterial culturing unit
ENVO:01001821,hydrothermally-influenced sediment,ENVO:00002007,sediment
ENVO:01001822,active enrichment culturing unit,ENVO:01001818,enrichment culturing unit
ENVO:01001825,active anaerobic enrichment culturing unit,ENVO:01001822,active enrichment culturing unit
ENVO:01001826,active sulphate-reducing enrichment culturing unit,ENVO:01001825,active anaerobic enrichment culturing unit
ENVO:01001830,tropical biome,ENVO:00000428,biome
ENVO:01001831,temperate biome,ENVO:00000428,biome
ENVO:01001832,subtropical biome,ENVO:00000428,biome
ENVO:01001833,mediterranean biome,ENVO:01001832,subtropical biome
ENVO:01001834,subpolar biome,ENVO:00000428,biome
ENVO:01001835,alpine biome,ENVO:00000428,biome
ENVO:01001836,montane biome,ENVO:00000428,biome
ENVO:01001837,subalpine biome,ENVO:00000428,biome
ENVO:01001838,arid biome,ENVO:00000428,biome
ENVO:01001839,safe environment for living organisms,ENVO:01001840,safe environment
ENVO:01001840,safe environment,ENVO:01000997,environmental system determined by a quality
ENVO:01001841,volcanic soil,ENVO:00002232,andosol
ENVO:01001842,momentum transfer process,ENVO:01001852,energy transfer process
ENVO:01001843,atmosphere-ocean momentum transfer process,ENVO:01001842,momentum transfer process
ENVO:01001844,ocean surface stress,ENVO:09200002,environmental system process quality
ENVO:01001845,hoar,ENVO:01001850,frost
ENVO:01001846,depth hoar,ENVO:01001845,hoar
ENVO:01001848,rime,ENVO:01001850,frost
ENVO:01001850,frost,ENVO:00010483,environmental material
ENVO:01001851,geothermally active field,ENVO:01000352,field
ENVO:01001852,energy transfer process,ENVO:02500000,environmental system process
ENVO:01001853,periglacial,PATO_0000140,position
ENVO:01001854,hydrothermal field,ENVO:01001851,geothermally active field
ENVO:01001856,liquid accumulation process,ENVO:03000009,material accumulation process
ENVO:01001857,outgoing longwave radiation,ENVO:21001214,infrared radiation
ENVO:01001858,cloud cover,PATO_0001351,area density
ENVO:01001859,dew point,ENVO:09200001,temperature of air
ENVO:01001860,wind gust,ENVO:01000793,atmospheric wind
ENVO:01001861,shortwave radiation,ENVO:01001026,electromagnetic radiation
ENVO:01001864,photosynthetically active radiation,ENVO:01001026,electromagnetic radiation
ENVO:01001865,concentration of carbon dioxide in an atmosphere,PATO_0000033,concentration of
ENVO:01001866,well intervention,OBI_0000011,planned process
ENVO:01001867,well stimulation,ENVO:01001866,well intervention
ENVO:01001868,hydraulic fracturing,ENVO:02500027,anthropogenic environmental process
ENVO:01001869,fracking liquid,ENVO:00003074,manufactured product
ENVO:01001870,gas well,ENVO:00000026,well
ENVO:01001871,pit,ENVO:00000309,depression
ENVO:01001872,manure pit,ENVO:01001871,pit
ENVO:01001873,hatchery,ENVO:00000070,human construction
ENVO:01001874,poultry hatchery,ENVO:01001873,hatchery
ENVO:02000090,ash,ENVO:01000814,solid environmental material
ENVO:02000126,wood ash,ENVO:02000090,ash
ENVO:02000127,coal ash,ENVO:02000090,ash
ENVO:02000128,fly ash,ENVO:02000127,coal ash
ENVO:02000129,bottom ash,ENVO:02000127,coal ash
ENVO:02000130,boiler slag,ENVO:02000127,coal ash
ENVO:02000131,flue gas desulfurization material,ENVO:02000127,coal ash
ENVO:02000140,fluid environmental material,ENVO:00010483,environmental material
ENVO:03000122,planned burn,ENVO:01000786,fire
ENVO:03000123,concentration of nitrate and nitrite in liquid water,PATO_0000033,concentration of
ENVO:03000127,acid rainfall,ENVO:01000830,water-based rainfall
ENVO:03000128,acidic water-based rain,ENVO:01001565,water-based rain
ENVO:03000129,monsoon season,ENVO:03000096,season
ENVO:03000130,monsoon wind,ENVO:01000793,atmospheric wind
ENVO:03000131,grass fire,ENVO:01001292,land fire
ENVO:03000132,firebreak,ENVO:00000444,woodland clearing
ENVO:03500001,playground,ENVO:00000562,park
ENVO:03500002,public park,ENVO:00000562,park
ENVO:03500003,public sports field,ENVO:00000565,sports facility
ENVO:03500004,bike path,ENVO:01001272,constructed pavement
ENVO:03500005,anthropogenic litter,BFO_0000040,material entity
ENVO:03500006,food desert,ENVO:01000313,anthropogenic environment
ENVO:03500007,noisy environment,ENVO:01000997,environmental system determined by a quality
ENVO:03500008,safe environment for human presence,ENVO:01001839,safe environment for living organisms
ENVO:03500009,attractive environment,ENVO:01000997,environmental system determined by a quality
ENVO:03500010,shady environment,ENVO:01000997,environmental system determined by a quality
ENVO:03500011,violent environment,ENVO:01000997,environmental system determined by a quality
ENVO:04000003,concentration of carbon dioxide in soil,PATO_0000033,concentration of
ENVO:04000004,concentration of carbon dioxide in air,PATO_0000033,concentration of
ENVO:04000005,concentration of carbon dioxide in freshwater,PATO_0000033,concentration of
ENVO:04000006,concentration of carbon dioxide in seawater,PATO_0000033,concentration of
ENVO:04000007,lake water,ENVO:00002006,liquid water
ENVO:04000008,soil organic matter,ENVO:01000155,organic material
ENVO:04000009,active permafrost layer,ENVO:01001610,active layer in a cryosphere
ENVO:04000010,soil surface layer,ENVO:01001311,solid surface layer
ENVO:04000011,bare soil surface layer,ENVO:04000010,soil surface layer
ENVO:04000012,particulate organic matter,ENVO:01000060,particulate matter
ENVO:04000013,particulate organic carbon,ENVO:04000012,particulate organic matter
ENVO:04000014,particulate organic nitrogen,ENVO:04000012,particulate organic matter
ENVO:04000015,carbon sequestration process,ENVO:03000009,material accumulation process
ENVO:04000016,biotic carbon sequestration,ENVO:04000015,carbon sequestration process
ENVO:04000017,geological carbon sequestration,ENVO:04000015,carbon sequestration process
ENVO:04000018,carbon sequestration by the ocean carbonate system,ENVO:04000015,carbon sequestration process
ENVO:3200002,concentration of bromine in lake water,PATO_0000033,concentration of
ENVO:3200003,concentration of cerium in lake water,PATO_0000033,concentration of
ENVO:3200004,concentration of cobalt in lake water,PATO_0000033,concentration of
ENVO:3200005,concentration of dysprosium in lake water,PATO_0000033,concentration of
ENVO:3200006,concentration of europium in lake water,PATO_0000033,concentration of
ENVO:3200007,concentration of gadolinium in lake water,PATO_0000033,concentration of
ENVO:3200008,concentration of lanthanum in lake water,PATO_0000033,concentration of
ENVO:3200009,concentration of lithium in lake water,PATO_0000033,concentration of
ENVO:3200010,concentration of methanesulfonic acid in lake water,PATO_0000033,concentration of
ENVO:3200011,concentration of molybdenum in lake water,PATO_0000033,concentration of
ENVO:3200012,concentration of neodymium in lake water,PATO_0000033,concentration of
ENVO:3200013,concentration of niobium in lake water,PATO_0000033,concentration of
ENVO:3200014,concentration of praseodymium in lake water,PATO_0000033,concentration of
ENVO:3200015,concentration of samarium in lake water,PATO_0000033,concentration of
ENVO:3200016,concentration of silver in lake water,PATO_0000033,concentration of
ENVO:3200017,concentration of thallium in lake water,PATO_0000033,concentration of
ENVO:3200018,concentration of tin in lake water,PATO_0000033,concentration of
ENVO:3200019,concentration of titanium in lake water,PATO_0000033,concentration of
ENVO:3200020,concentration of yttrium in lake water,PATO_0000033,concentration of
ENVO:3200021,concentration of bromine in water ice,PATO_0000033,concentration of
ENVO:3200022,concentration of cerium in water ice,PATO_0000033,concentration of
ENVO:3200023,concentration of cobalt in water ice,PATO_0000033,concentration of
ENVO:3200024,concentration of dysprosium in water ice,PATO_0000033,concentration of
ENVO:3200025,concentration of europium in water ice,PATO_0000033,concentration of
ENVO:3200026,concentration of gadolinium in water ice,PATO_0000033,concentration of
ENVO:3200027,concentration of lanthanum in water ice,PATO_0000033,concentration of
ENVO:3200028,concentration of lithium in water ice,PATO_0000033,concentration of
ENVO:3200029,concentration of methanesulfonic acid in water ice,PATO_0000033,concentration of
ENVO:3200030,concentration of molybdenum in water ice,PATO_0000033,concentration of
ENVO:3200031,concentration of neodymium in water ice,PATO_0000033,concentration of
ENVO:3200032,concentration of niobium in water ice,PATO_0000033,concentration of
ENVO:3200033,concentration of praseodymium in water ice,PATO_0000033,concentration of
ENVO:3200034,concentration of samarium in water ice,PATO_0000033,concentration of
ENVO:3200035,concentration of silver in water ice,PATO_0000033,concentration of
ENVO:3200036,concentration of thallium in water ice,PATO_0000033,concentration of
ENVO:3200037,concentration of tin in water ice,PATO_0000033,concentration of
ENVO:3200038,concentration of titanium in water ice,PATO_0000033,concentration of
ENVO:3200039,concentration of yttrium in water ice,PATO_0000033,concentration of
ENVO:3200040,concentration of bromine in snow,PATO_0000033,concentration of
ENVO:3200041,concentration of cerium in snow,PATO_0000033,concentration of
ENVO:3200042,concentration of cobalt in snow,PATO_0000033,concentration of
ENVO:3200043,concentration of dysprosium in snow,PATO_0000033,concentration of
ENVO:3200044,concentration of europium in snow,PATO_0000033,concentration of
ENVO:3200045,concentration of gadolinium in snow,PATO_0000033,concentration of
ENVO:3200046,concentration of lanthanum in snow,PATO_0000033,concentration of
ENVO:3200047,concentration of lithium in snow,PATO_0000033,concentration of
ENVO:3200048,concentration of methanesulfonic acid in snow,PATO_0000033,concentration of
